SubscriptionGuid;ResourceGroup;ResourceLocation;UsageDateTime;MeterCategory;MeterSubCategory;MeterId;MeterName;MeterRegion;UsageQuantity;ResourceRate;PreTaxCost;ConsumedService;Resource Type;InstanceId;Tags;OfferId;AdditionalInfo;ServiceInfo1;ServiceInfo2;ServiceName;ServiceTier;Currency;UnitOfMeasure
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;28/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/sites/innovationbr;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/serverfarms/asp-innovation-center""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-2rdatatel-fortinet;BR South;28/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-2rdatatel-fortinet/providers/microsoft.network/publicipaddresses/ip-2rdatatel-ad-1;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;28/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.network/publicipaddresses/vm-tests-microsoft-ip;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;GIGAMON-TDSYNNEX-BR;BR South;28/02/2026;Storage;Standard HDD Managed Disks;bd5a77f6-93be-4dde-8822-be7f8f4df8d8;S4 LRS Disk;BR South;0.035712;3.686.400.000.000.000;0.1316487168;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/GIGAMON-TDSYNNEX-BR/providers/Microsoft.Compute/disks/linuxtest_disk1_ac5b130197fb45ff80bb441b250b3f27;;MS-AZR-0003P;;;;Storage;Std HDD;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;splunk-tdsynnex-br;BR South;28/02/2026;Service Bus;;2a9992f8-e914-490b-a7a6-6d21ba55acda;Standard Messaging Operations;;0.000011;0;0;Microsoft.EventHub;Microsoft.EventHub/namespaces;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/splunk-tdsynnex-br/providers/Microsoft.EventHub/namespaces/splunkms;"{""ms-tdsynnex-br"":""labsplunk""}";MS-AZR-0003P;;;;Service Bus;Service Bus;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;cloud-shell-storage-eastus;US East;28/02/2026;Storage;Files;ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf;LRS Data Stored;;0.17856;0.06;0.0107136;Microsoft.Storage;Microsoft.Storage/storageAccounts;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/cloud-shell-storage-eastus/providers/Microsoft.Storage/storageAccounts/cs2100320053dcf7365;"{""ms-resource-usage"":""azure-cloud-shell""}";MS-AZR-0003P;;;;Storage;Files;USD;100 GB/Month
1c74e770-13fc-4d26-ad3e-6e422377975b;;US East;28/02/2026;GitHub;Enterprise (GHE);bc843f27-e9da-5ee1-b628-2a60bd1a2a1f;Enterprise User;;0.107142855;21;2.249.999.955;customer-62755317;GitHub/EnterpriseAccount;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/GitHub/EnterpriseAccount/customer-62755317;;MS-AZR-0003P;;;;GitHub;GitHub Enterprise (GHE);USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-datacentrics-poc-brs;US East;28/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-datacentrics-poc-brs/providers/microsoft.network/publicipaddresses/vm-host-sql-ip;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;27/02/2026;Bandwidth;Rtn Preference: MGN;c089a13a-9dd0-44b5-aa9e-44a77bbd6788;Standard Data Transfer Out;BR South;0.07317004352808;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PlatformType"": ""Oro"",  ""NodeId"": ""3113a4ba-4d86-48d5-964a-54875a3d04b4"",  ""NodeIp"": ""10.37.224.7"",  ""ContainerId"": ""ce06738f-1520-458d-9289-0dbe4d3d7f77"",  ""VmName"": ""vm-tests-microsoft""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;service-tdsynnex-br;BR South;27/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/service-tdsynnex-br/providers/microsoft.network/publicipaddresses/vng-public-ip02;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;;Unknown;27/02/2026;Event Grid;;d207c4bb-d8a3-4f48-bc91-4b324a1399c2;Standard Operations;;0.00004;0;0;default;Microsoft.EventGrid/extensionTopics;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/Microsoft.EventGrid/extensionTopics/default;;MS-AZR-0003P;;;;Event Grid;Event Grid;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;27/02/2026;Microsoft Defender for Cloud;Servers;0fad698c-40bf-4ee1-a096-565fc6f0cddd;Standard P2 Node;;15;0.02;0.3;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Compute/virtualMachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""Cloud"": ""Azure""}";;;Microsoft Defender for Cloud;Microsoft Def for Servers;USD;100 /Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;IN South;27/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.network/publicipaddresses/vm-india-testac-ip;"{""ms-tdsynnex-br"":""demoentraid""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;BR South;27/02/2026;Storage;Premium SSD Managed Disks;e1115bb5-8d79-4530-93c9-a1c947d03837;P10 LRS Disk;BR South;0.035712;3.405.000.000.000.000;12.159.936;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/disks/vm-tests-microsoft_OsDisk_1_411e9a69e07541aab7222a69cf866dcf;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Storage;Premium SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-2rdatatel-fortinet;BR South;27/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-2rdatatel-fortinet/providers/microsoft.network/publicipaddresses/ip-2rdatatel-ad-2;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;service-tdsynnex-br;BR South;27/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/service-tdsynnex-br/providers/microsoft.network/publicipaddresses/vng-public-ip01;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;US East;27/02/2026;Virtual Machines;BS Series;ac404994-aeeb-4edb-a83d-7cd24425f58a;B2ms;US East;1;0.0832;0.0832;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/virtualMachines/vm-test-ac1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": ""Windows Client BYOL"",  ""ServiceType"": ""Standard_B2ms"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 1.0}";;Windows Client BYOL;Virtual Machines;BS Series VM;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;27/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/sites/arcpricingcalculator;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/serverfarms/asp-azure""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;27/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/sites/app-cloudpartnerhub-frontend;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/serverfarms/asp-azure""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;27/02/2026;Virtual Network;Private Link;e6ab7238-e433-4fe0-a2b2-2b2564df2cdb;Standard Private Endpoint;;24;0.01;0.24;microsoft.network;microsoft.network/privateendpoints;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.network/privateendpoints/pvd-ic;;MS-AZR-0003P;;;;Virtual Network;Virtual Network Private Link;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;26/02/2026;Container Instances;;d17d1913-7cb6-47c5-af0f-ebdc71b361f8;Standard Memory Duration;BR South;24.000.083.547.416.600;0.00889;0.213360742736534;Microsoft.ContainerInstance;Microsoft.ContainerInstance/containerGroups;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.ContainerInstance/containerGroups/containerjuiceshop;;MS-AZR-0003P;;;;Container Instances;Container Instances;USD;1000 GB Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;service-tdsynnex-br;BR South;26/02/2026;VPN Gateway;;431b835b-2538-4faa-8763-8202f3fdbbb4;VpnGw1;;24;0.19;4.56;microsoft.network;microsoft.network/virtualnetworkgateways;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/service-tdsynnex-br/providers/microsoft.network/virtualnetworkgateways/vng-innovationcenter;"{""owner"":""administrator""}";MS-AZR-0003P;"{  ""ServiceType"": ""Gateway"",  ""MeteredService"": ""Virtual Network"",  ""MeteredServiceType"": """",  ""ServiceInfo"": """",  ""UsageResource"": ""Compute"",  ""InfoField"": ""vn-tdsynnex-br""}";;;VPN Gateway;VPN Gateway;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;;BR South;26/02/2026;Azure DevOps;Azure Pipelines;b40291f6-f450-429b-a21f-0bc6711787ac;Microsoft-hosted CI/CD Concurrent Job;;0.161290322580645;40;64.516.129.032.258;Innovation-Center-Org;microsoft.visualstudio/organizations;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/microsoft.visualstudio/organizations/Innovation-Center-Org;"{""_organizationName_"":""Innovation-Center-Org""}";MS-AZR-0003P;;;;Azure DevOps;Azure Pipelines;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;26/02/2026;Azure App Service;Basic Plan - Linux;a1ce959d-dde2-4bb4-8a58-edfdeb780d93;B1;US East;24;0.017;0.408;microsoft.web;microsoft.web/serverfarms;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/serverfarms/asp-innovation-center;;MS-AZR-0003P;;;;Azure App Service;Azure App Service Basic Plan-Linux;USD;10 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East;26/02/2026;Bandwidth;Inter-Region;dbefcfc1-e3f6-409b-be6d-9cd7b00724a5;Intra Continent Data Transfer Out;North America;0.002123694866896;0.020000000000002;0.000042473897338;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-test-ac1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""vm-test-ac1"",  ""ContainerId"": ""45cc3b79-e73f-4733-9c97-a7599288415a"",  ""NodeId"": ""0f4d1d87-e98c-419c-99e7-725dc2044d76""}";;;Bandwidth;Bd Inter-Rgn;USD;1 TB
1c74e770-13fc-4d26-ad3e-6e422377975b;splunk-tdsynnex-br;BR South;26/02/2026;Service Bus;;2a9992f8-e914-490b-a7a6-6d21ba55acda;Standard Messaging Operations;;0.000011;0;0;Microsoft.EventHub;Microsoft.EventHub/namespaces;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/splunk-tdsynnex-br/providers/Microsoft.EventHub/namespaces/splunkms;"{""ms-tdsynnex-br"":""labsplunk""}";MS-AZR-0003P;;;;Service Bus;Service Bus;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;US East;26/02/2026;Virtual Machines;BS Series;ac404994-aeeb-4edb-a83d-7cd24425f58a;B2ms;US East;4;0.0832;0.3328;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/virtualMachines/vm-test-ac1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": ""Windows Client BYOL"",  ""ServiceType"": ""Standard_B2ms"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 1.0}";;Windows Client BYOL;Virtual Machines;BS Series VM;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;26/02/2026;Microsoft Fabric;OneLake;fce65840-1bc8-5c1c-8c7b-830e074a2b49;OneLake Storage Hot Data Stored;US East 2;0.000408;0.023;0.000009384;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;OneLake;USD;1 TB/Month
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;IN South;26/02/2026;Storage;Standard SSD Managed Disks;e77ee28e-5541-4363-9d85-28f9872cf2ca;E10 LRS Disk;IN South;0.035712;9.600.000.000.000.000;0.3428352;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/disks/vm-india-testac_OsDisk_1_555fb3680bf5442d821dc1bd752f53b8;"{""ms-tdsynnex-br"":""demoentraid""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;;US East;26/02/2026;GitHub;Enterprise (GHE);bc843f27-e9da-5ee1-b628-2a60bd1a2a1f;Enterprise User;;0.107142855;21;2.249.999.955;customer-62755317;GitHub/EnterpriseAccount;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/GitHub/EnterpriseAccount/customer-62755317;;MS-AZR-0003P;;;;GitHub;GitHub Enterprise (GHE);USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;26/02/2026;Bandwidth;Rtn Preference: MGN;c089a13a-9dd0-44b5-aa9e-44a77bbd6788;Standard Data Transfer Out;BR South;0.109080325812101;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PlatformType"": ""Oro"",  ""NodeId"": ""3113a4ba-4d86-48d5-964a-54875a3d04b4"",  ""NodeIp"": ""10.37.224.7"",  ""ContainerId"": ""ce06738f-1520-458d-9289-0dbe4d3d7f77"",  ""VmName"": ""vm-tests-microsoft""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;;US East;26/02/2026;GitHub;Copilot;52b57f57-fb19-502a-8559-75de79d57df2;Business User;;0.035714285;19;0.678571415;customer-56239422;GitHub/EnterpriseAccount;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/GitHub/EnterpriseAccount/customer-56239422;;MS-AZR-0003P;;;;GitHub;GitHub Copilot;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;GIGAMON-TDSYNNEX-BR;BR South;25/02/2026;Storage;Standard HDD Managed Disks;bd5a77f6-93be-4dde-8822-be7f8f4df8d8;S4 LRS Disk;BR South;0.035712;3.686.400.000.000.000;0.1316487168;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/GIGAMON-TDSYNNEX-BR/providers/Microsoft.Compute/disks/linuxtest_disk1_ac5b130197fb45ff80bb441b250b3f27;;MS-AZR-0003P;;;;Storage;Std HDD;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;25/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/sites/innovationbr;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/serverfarms/asp-innovation-center""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-2RDATATEL-FORTINET;BR South;25/02/2026;Storage;Standard SSD Managed Disks;28339581-90e9-4bde-93d2-a61b4f2a0b5e;E10 LRS Disk;BR South;0.035712;17.92;0.63995904;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-2RDATATEL-FORTINET/providers/Microsoft.Compute/disks/vm-2rdatatel-ad-2_OsDisk_1_fdf8a0267eae4db0bb923697a262d4da;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;US East;25/02/2026;Storage;Standard SSD Managed Disks;ce957933-8287-4f8b-83ee-53a5cbe056d9;E4 LRS Disk Operations;;327.445;0.002;0.065489;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/disks/vm-test-ac1_OsDisk_1_b895f011818f438fbddd020b9a05b4ad;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;100000000
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East;25/02/2026;Bandwidth;;9995d93a-7d35-4d3f-9c69-7a7fea447ef4;Standard Data Transfer Out;Zone 1;0.061497565358877;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-test-ac1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""vm-test-ac1"",  ""ContainerId"": ""45cc3b79-e73f-4733-9c97-a7599288415a"",  ""NodeId"": ""0f4d1d87-e98c-419c-99e7-725dc2044d76""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;AU East;25/02/2026;Bandwidth;Rtn Preference: MGN;fe167397-a38d-43c3-9bb3-8e2907e56a41;Standard Data Transfer Out;AU East;0.000071451067925;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-india-testac;"{""ms-tdsynnex-br"":""demoentraid""}";MS-AZR-0003P;"{  ""PlatformType"": ""Oro"",  ""NodeId"": ""52c7d3dd-27a5-4732-ad01-2f399454e44e"",  ""NodeIp"": ""10.66.122.144"",  ""ContainerId"": ""236d87e7-d21a-46cf-ac83-bfb4abe48208"",  ""VmName"": ""vm-india-testac""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;;US East;25/02/2026;GitHub;Copilot;52b57f57-fb19-502a-8559-75de79d57df2;Business User;;0.035714285;19;0.678571415;customer-62755317;GitHub/EnterpriseAccount;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/GitHub/EnterpriseAccount/customer-62755317;;MS-AZR-0003P;;;;GitHub;GitHub Copilot;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;24/02/2026;Microsoft Defender for Cloud;Servers;0fad698c-40bf-4ee1-a096-565fc6f0cddd;Standard P2 Node;;24;0.02;0.48;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Compute/virtualMachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""Cloud"": ""Azure""}";;;Microsoft Defender for Cloud;Microsoft Def for Servers;USD;100 /Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;splunk-tdsynnex-br;BR South;24/02/2026;Service Bus;;2a9992f8-e914-490b-a7a6-6d21ba55acda;Standard Messaging Operations;;0.000011;0;0;Microsoft.EventHub;Microsoft.EventHub/namespaces;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/splunk-tdsynnex-br/providers/Microsoft.EventHub/namespaces/splunkms;"{""ms-tdsynnex-br"":""labsplunk""}";MS-AZR-0003P;;;;Service Bus;Service Bus;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-2rdatatel-fortinet;BR South;24/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-2rdatatel-fortinet/providers/microsoft.network/publicipaddresses/ip-2rdatatel-ad-1;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;service-tdsynnex-br;BR South;24/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/service-tdsynnex-br/providers/microsoft.network/publicipaddresses/vng-public-ip01;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East;24/02/2026;Microsoft Security Copilot;Microsoft Copilot for Security;88a47fef-ba9b-5789-8c77-a75352595557;Provisioned Security Compute Unit;US East;24;4;96;Microsoft.SecurityCopilot;Microsoft.SecurityCopilot/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.SecurityCopilot/capacities/wokspace-securitycopilot-ICCapacity;;MS-AZR-0003P;;;;Microsoft Security Copilot;Microsoft Security Copilot;USD;10 /Hour
