SubscriptionGuid;ResourceGroup;ResourceLocation;UsageDateTime;MeterCategory;MeterSubCategory;MeterId;MeterName;MeterRegion;UsageQuantity;ResourceRate;PreTaxCost;ConsumedService;Resource Type;InstanceId;Tags;OfferId;AdditionalInfo;ServiceInfo1;ServiceInfo2;ServiceName;ServiceTier;Currency;UnitOfMeasure
1c74e770-13fc-4d26-ad3e-6e422377975b;cloud-shell-storage-eastus;US East;23/02/2026;Storage;Files;ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf;LRS Data Stored;;0.17856;0.06;0.0107136;Microsoft.Storage;Microsoft.Storage/storageAccounts;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/cloud-shell-storage-eastus/providers/Microsoft.Storage/storageAccounts/cs2100320053dcf7365;"{""ms-resource-usage"":""azure-cloud-shell""}";MS-AZR-0003P;;;;Storage;Files;USD;100 GB/Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;23/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.network/publicipaddresses/vm-tests-microsoft-ip;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;BR South;23/02/2026;SQL Database;Single/Elastic Pool General Purpose - Storage;e57a556c-9927-5d7e-bb75-18e047a60554;General Purpose Data Stored - Free;BR South;757.142.857.142.856;0;0;Microsoft.Sql;Microsoft.Sql/servers;/subscriptions/1C74E770-13FC-4D26-AD3E-6E422377975B/resourceGroups/rg-innovation-center-cases-website-hml/providers/Microsoft.Sql/servers/srv-db-innovation-center/databases/db-innovation-center;;MS-AZR-0003P;;;;SQL Database;SQL DB Single/Elastic Pool Gen Pur-Storage;USD;1 GB/Month
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-2RDATATEL-FORTINET;BR South;23/02/2026;Storage;Standard SSD Managed Disks;28339581-90e9-4bde-93d2-a61b4f2a0b5e;E10 LRS Disk;BR South;0.035712;17.92;0.63995904;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-2RDATATEL-FORTINET/providers/Microsoft.Compute/disks/vm-2rdatatel-ad-2_OsDisk_1_fdf8a0267eae4db0bb923697a262d4da;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-datacentrics-poc-brs;US East;23/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-datacentrics-poc-brs/providers/microsoft.network/publicipaddresses/vm-host-sql-ip;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;23/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/sites/app-cloudpartnerhub-frontend;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/serverfarms/asp-azure""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;23/02/2026;Container Instances;;790f2be5-f19c-4820-9151-e063d2300f0c;Standard vCPU Duration;BR South;23.999.518.781.750.000;0.081;1.943.961.021.321.750;Microsoft.ContainerInstance;Microsoft.ContainerInstance/containerGroups;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.ContainerInstance/containerGroups/containerjuiceshop;;MS-AZR-0003P;;;;Container Instances;Container Instances;USD;1000 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;BR South;23/02/2026;Storage;Premium SSD Managed Disks;e1115bb5-8d79-4530-93c9-a1c947d03837;P10 LRS Disk;BR South;0.035712;3.405.000.000.000.000;12.159.936;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/disks/vm-tests-microsoft_OsDisk_1_411e9a69e07541aab7222a69cf866dcf;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Storage;Premium SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;22/02/2026;Bandwidth;Rtn Preference: MGN;c089a13a-9dd0-44b5-aa9e-44a77bbd6788;Standard Data Transfer Out;BR South;0.000143;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/sites/arcpricingcalculatorv2;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/serverfarms/asp-azure""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;22/02/2026;Virtual Network;Private Link;e6ab7238-e433-4fe0-a2b2-2b2564df2cdb;Standard Private Endpoint;;24;0.01;0.24;microsoft.network;microsoft.network/privateendpoints;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.network/privateendpoints/pvd-ic;;MS-AZR-0003P;;;;Virtual Network;Virtual Network Private Link;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;splunk-tdsynnex-br;BR South;22/02/2026;Event Hubs;;62d94a65-9300-48a6-8c15-0e70fc41eb44;Standard Throughput Unit;;24;0.03;0.72;Microsoft.EventHub;Microsoft.EventHub/namespaces;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/splunk-tdsynnex-br/providers/Microsoft.EventHub/namespaces/splunkms;"{""ms-tdsynnex-br"":""labsplunk""}";MS-AZR-0003P;;;;Event Hubs;Event Hubs;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;;Unknown;22/02/2026;Event Grid;;d207c4bb-d8a3-4f48-bc91-4b324a1399c2;Standard Operations;;0.00019;0;0;default;Microsoft.EventGrid/extensionTopics;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/Microsoft.EventGrid/extensionTopics/default;;MS-AZR-0003P;;;;Event Grid;Event Grid;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;cloud-shell-storage-eastus;US East;22/02/2026;Storage;Files;ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf;LRS Data Stored;;0.17856;0.06;0.0107136;Microsoft.Storage;Microsoft.Storage/storageAccounts;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/cloud-shell-storage-eastus/providers/Microsoft.Storage/storageAccounts/cs2100320053dcf7365;"{""ms-resource-usage"":""azure-cloud-shell""}";MS-AZR-0003P;;;;Storage;Files;USD;100 GB/Month
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-2RDATATEL-FORTINET;BR South;22/02/2026;Storage;Standard SSD Managed Disks;28339581-90e9-4bde-93d2-a61b4f2a0b5e;E10 LRS Disk;BR South;0.035712;17.92;0.63995904;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-2RDATATEL-FORTINET/providers/Microsoft.Compute/disks/vm-2rdatatel-ad-2_OsDisk_1_fdf8a0267eae4db0bb923697a262d4da;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;US East;22/02/2026;Microsoft Defender for Cloud;Servers;0fad698c-40bf-4ee1-a096-565fc6f0cddd;Standard P2 Node;;1;0.02;0.02;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/virtualMachines/VM-TEST-AC1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""Cloud"": ""Azure""}";;;Microsoft Defender for Cloud;Microsoft Def for Servers;USD;100 /Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;22/02/2026;Bandwidth;Rtn Preference: MGN;c089a13a-9dd0-44b5-aa9e-44a77bbd6788;Standard Data Transfer Out;BR South;0.041864200495183;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PlatformType"": ""Oro"",  ""NodeId"": ""3113a4ba-4d86-48d5-964a-54875a3d04b4"",  ""NodeIp"": ""10.37.224.7"",  ""ContainerId"": ""ce06738f-1520-458d-9289-0dbe4d3d7f77"",  ""VmName"": ""vm-tests-microsoft""}";;;Bandwidth;Rtn Pref: MGN;USD;10 GB
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;US East;21/02/2026;Storage;Standard SSD Managed Disks;a97f31a2-0fb1-4d64-bb43-a2399dd31f0b;E10 LRS Disk;US East;0.035712;9.600.000.000.000.000;0.3428352;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/disks/vm-test-ac1_OsDisk_1_b895f011818f438fbddd020b9a05b4ad;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;21/02/2026;Microsoft Fabric;Fabric Capacity;48a15bc2-6e57-5b12-8804-155d4e3fdcea;OneLake Iterative Read Operations Hot Capacity Usage CU;US East 2;0.00817108912037;0.179999999999998;0.001470796041667;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;service-tdsynnex-br;BR South;21/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/service-tdsynnex-br/providers/microsoft.network/publicipaddresses/vng-public-ip02;;MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;21/02/2026;Microsoft Fabric;Fabric Capacity;cdb2af09-d870-513f-9c35-13c351546168;Copilot and AI Capacity Usage CU;US East 2;5.007.025.462.962.960;0.18;0.901264583333334;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-2rdatatel-fortinet;BR South;21/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-2rdatatel-fortinet/providers/microsoft.network/publicipaddresses/ip-2rdatatel-ad-1;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;Unknown;21/02/2026;Azure DNS;;0b608a26-f611-4232-8192-ce81b6b57194;Private Zone;;0.032258064516129;0.499999999999998;0.016129032258064;Microsoft.Network;Microsoft.Network/privateDnsZones;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/rg-innovation-center-cases-website-hml/providers/Microsoft.Network/privateDnsZones/privatelink.azurewebsites.net;;MS-AZR-0003P;"{  ""bucketId"": ""70d6a51722b446c5a9aabd243756da23"",  ""zoneId"": ""0""}";;;Azure DNS;Azure DNS;USD;2
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;21/02/2026;Microsoft Fabric;Fabric Capacity;cadf651e-298b-5e3d-89c4-3c15191d3ac6;OneLake Other Operations Capacity Usage CU;US East 2;0.000162784876543;0.179999999999951;0.000029301277778;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;21/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.network/publicipaddresses/vm-tests-microsoft-ip;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-2RDATATEL-FORTINET;BR South;20/02/2026;Storage;Standard SSD Managed Disks;28339581-90e9-4bde-93d2-a61b4f2a0b5e;E10 LRS Disk;BR South;0.025296;17.92;0.45330432;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-2RDATATEL-FORTINET/providers/Microsoft.Compute/disks/vm-2rdatatel-ad-2_OsDisk_1_fdf8a0267eae4db0bb923697a262d4da;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Storage;Standard SSD Managed Disks;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;20/02/2026;Microsoft Fabric;Fabric Capacity;af657481-104b-571a-a9a6-d4fdc9639888;Data Warehouse Capacity Usage CU;US East 2;0.018649158950617;0.179999999999999;0.003356848611111;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;20/02/2026;Microsoft Fabric;Fabric Capacity;617965a0-b899-5261-8c28-9a3479b3d55b;OneLake Write Operations Hot Capacity Usage CU;US East 2;0.019647813657407;0.179999999999999;0.003536606458333;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;GIGAMON-TDSYNNEX-BR;BR South;20/02/2026;Storage;Standard HDD Managed Disks;bd5a77f6-93be-4dde-8822-be7f8f4df8d8;S4 LRS Disk;BR South;0.025296;3.686.400.000.000.000;0.0932511744;Microsoft.Compute;Microsoft.Compute/disks;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/GIGAMON-TDSYNNEX-BR/providers/Microsoft.Compute/disks/linuxtest_disk1_ac5b130197fb45ff80bb441b250b3f27;;MS-AZR-0003P;;;;Storage;Std HDD;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;;BR South;20/02/2026;Azure DevOps;Azure Pipelines;b40291f6-f450-429b-a21f-0bc6711787ac;Microsoft-hosted CI/CD Concurrent Job;;0.161290322580645;40;64.516.129.032.258;Innovation-Center-Org;microsoft.visualstudio/organizations;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/microsoft.visualstudio/organizations/Innovation-Center-Org;"{""_organizationName_"":""Innovation-Center-Org""}";MS-AZR-0003P;;;;Azure DevOps;Azure Pipelines;USD;1 /Month
1c74e770-13fc-4d26-ad3e-6e422377975b;;Unknown;20/02/2026;Event Grid;;d207c4bb-d8a3-4f48-bc91-4b324a1399c2;Standard Operations;;0.00001;0;0;default;Microsoft.EventGrid/extensionTopics;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/providers/Microsoft.EventGrid/extensionTopics/default;;MS-AZR-0003P;;;;Event Grid;Event Grid;USD;10000000
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East 2;20/02/2026;Microsoft Fabric;Fabric Capacity;e98d3b8d-e85f-510f-8080-f6cef4795c1b;Compute Pool Capacity Usage CU;US East 2;2.646.915.745.794.750;0.18;476.444.834.243.056;Microsoft.Fabric;Microsoft.Fabric/capacities;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Fabric/capacities/f2msfabricusa;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;;;;Microsoft Fabric;Fabric Cap;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;20/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.024192;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/sites/innovationbr;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.web/serverfarms/asp-innovation-center""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;20/02/2026;Microsoft Defender for Cloud;Servers;0fad698c-40bf-4ee1-a096-565fc6f0cddd;Standard P2 Node;;17;0.02;0.34;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Compute/virtualMachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""Cloud"": ""Azure""}";;;Microsoft Defender for Cloud;Microsoft Def for Servers;USD;100 /Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;splunk-tdsynnex-br;BR South;20/02/2026;Event Hubs;;d0a685ee-f093-4c5c-ba76-3ec342a75de7;Standard Ingress Events;;0.000001;0.028;0.000000028;Microsoft.EventHub;Microsoft.EventHub/namespaces;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/splunk-tdsynnex-br/providers/Microsoft.EventHub/namespaces/splunkms;"{""ms-tdsynnex-br"":""labsplunk""}";MS-AZR-0003P;;;;Event Hubs;Event Hubs;USD;100000000
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;US East;28/02/2026;Virtual Network;Private Link;e6ab7238-e433-4fe0-a2b2-2b2564df2cdb;Standard Private Endpoint;;24;0.01;0.24;microsoft.network;microsoft.network/privateendpoints;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/rg-innovation-center-cases-website-hml/providers/microsoft.network/privateendpoints/pvd-ic;;MS-AZR-0003P;;;;Virtual Network;Virtual Network Private Link;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;28/02/2026;Azure App Service;Free Plan - Linux;a90aec9f-eecb-42c7-8421-9b96716996dc;F1 App;;0.032256;0;0;microsoft.web;microsoft.web/sites;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/sites/arcpricingcalculatorv2;;MS-AZR-0003P;"{  ""AppServicePlanUri"": ""/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.web/serverfarms/asp-azure""}";;;Azure App Service;Azure App Service Free Plan - Linux;USD;1 Hour
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;Unknown;27/02/2026;Azure DNS;;8f967c58-b144-4bd7-8882-8bf02767c839;Public Zone;;0.032258064516129;0.499999999999997;0.016129032258064;Microsoft.Network;Microsoft.Network/dnsZones;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.Network/dnsZones/engtdsynnex.cloud;;MS-AZR-0003P;"{  ""bucketId"": ""5"",  ""zoneId"": ""2287033""}";;;Azure DNS;Azure DNS;USD;2
1c74e770-13fc-4d26-ad3e-6e422377975b;rg-innovation-center-cases-website-hml;Unknown;27/02/2026;Azure DNS;;0b608a26-f611-4232-8192-ce81b6b57194;Private Zone;;0.032258064516129;0.499999999999998;0.016129032258064;Microsoft.Network;Microsoft.Network/privateDnsZones;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/rg-innovation-center-cases-website-hml/providers/Microsoft.Network/privateDnsZones/privatelink.azurewebsites.net;;MS-AZR-0003P;"{  ""bucketId"": ""70d6a51722b446c5a9aabd243756da23"",  ""zoneId"": ""0""}";;;Azure DNS;Azure DNS;USD;2
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;US East;27/02/2026;Bandwidth;Inter-Region;dbefcfc1-e3f6-409b-be6d-9cd7b00724a5;Intra Continent Data Transfer Out;North America;0.000946613959968;0.020000000000002;0.000018932279199;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-test-ac1;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""PipelineType"": ""v2"",  ""DataTransferDirection"": ""DataTrOut"",  ""VmName"": ""vm-test-ac1"",  ""ContainerId"": ""45cc3b79-e73f-4733-9c97-a7599288415a"",  ""NodeId"": ""0f4d1d87-e98c-419c-99e7-725dc2044d76""}";;;Bandwidth;Bd Inter-Rgn;USD;1 TB
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;27/02/2026;Container Instances;;790f2be5-f19c-4820-9151-e063d2300f0c;Standard vCPU Duration;BR South;24.000.132.584.500.000;0.081;1.944.010.739.344.500;Microsoft.ContainerInstance;Microsoft.ContainerInstance/containerGroups;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.ContainerInstance/containerGroups/containerjuiceshop;;MS-AZR-0003P;;;;Container Instances;Container Instances;USD;1000 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-2rdatatel-fortinet;BR South;27/02/2026;Virtual Network;IP Addresses;9c150bf9-2bad-430e-a53c-c213804f49ef;Standard IPv4 Static Public IP;;24;0.005;0.12;microsoft.network;microsoft.network/publicipaddresses;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-2rdatatel-fortinet/providers/microsoft.network/publicipaddresses/ip-2rdatatel-ad-1;"{""ms-2rdatatel-fortinet"":""pref-duque-caxias""}";MS-AZR-0003P;;;;Virtual Network;IP Address;USD;200 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;MS-TDSYNNEX-BR;BR South;26/02/2026;Virtual Machines;BS Series;cc44d8d6-484a-41f0-87cd-7e1496651906;B2ms;BR South;1;0.134;0.134;Microsoft.Compute;Microsoft.Compute/virtualMachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/MS-TDSYNNEX-BR/providers/Microsoft.Compute/virtualMachines/vm-tests-microsoft;"{""ms-tdsynnex-br"":""laboratório""}";MS-AZR-0003P;"{  ""UsageType"": ""ComputeHR"",  ""ImageType"": ""Windows Client BYOL"",  ""ServiceType"": ""Standard_B2ms"",  ""VMName"": null,  ""VMProperties"": null,  ""VCPUs"": 2,  ""ConsumedQuantity"": 1}";;Windows Client BYOL;Virtual Machines;BS Series VM;USD;100 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;BR South;25/02/2026;Container Instances;;790f2be5-f19c-4820-9151-e063d2300f0c;Standard vCPU Duration;BR South;24.000.070.294.833.300;0.081;1.944.005.693.881.500;Microsoft.ContainerInstance;Microsoft.ContainerInstance/containerGroups;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourceGroups/ms-tdsynnex-br/providers/Microsoft.ContainerInstance/containerGroups/containerjuiceshop;;MS-AZR-0003P;;;;Container Instances;Container Instances;USD;1000 Hours
1c74e770-13fc-4d26-ad3e-6e422377975b;ms-tdsynnex-br;Intercontinental;25/02/2026;Bandwidth;Inter-Region;7910b1eb-292c-4462-92f8-d3c917924591;Inter Continent Data Transfer Out - ASIA To Any;Intercontinental;0.000114996917546;0;0;microsoft.compute;microsoft.compute/virtualmachines;/subscriptions/1c74e770-13fc-4d26-ad3e-6e422377975b/resourcegroups/ms-tdsynnex-br/providers/microsoft.compute/virtualmachines/vm-india-testac;"{""ms-tdsynnex-br"":""demoentraid""}";MS-AZR-0003P;"{  ""PlatformType"": ""Oro"",  ""NodeId"": ""7219fd1b-3ae5-48ae-8682-fafa34835b9a"",  ""NodeIp"": ""100.92.32.12"",  ""ContainerId"": ""ee5d9e83-11e0-497a-9313-c0173bd48b38"",  ""VmName"": ""vm-india-testac""}";;;Bandwidth;Bd Inter-Rgn;USD;1 TB
